"","nearest_coarse_block","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours.x","total.eNumObs","total.eCount.x","avg.eCount","avg.eHours"
"2814",738,"61A72",40.97916667,-78.03125,0.710588966,516.1065521,40.95833333,-78.0625,0.703828176,541.726679,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2816,2816,2284,0,0,0,0,0,0,0,0,0,0,0,0
"2815",738,"61A74",40.9375,-78.03125,0.884966146,598.6015137,40.95833333,-78.0625,0.703828176,541.726679,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2813,2813,2372,0,0,0,0,0,0,0,0,0,0,0,0
"2816",738,"61A71",40.97916667,-78.09375,0.600283071,452.7192932,40.95833333,-78.0625,0.703828176,541.726679,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2810,2810,2282,0,0,0,0,0,0,0,0,0,0,0,0
"2817",739,"61B73",40.8125,-78.09375,0.420560748,419.2908664,40.79166667,-78.0625,0.541208515,383.1869173,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,3032,3032,2636,9,0.9,0,0,9,0,9,0.9,9,0,0,0.55
"2818",739,"61B74",40.8125,-78.03125,0.652659495,348.6403067,40.79166667,-78.0625,0.541208515,383.1869173,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2812,2812,2638,0,0,0,0,0,0,0,0,0,0,0,0.55
"2819",739,"61B76",40.77083333,-78.03125,0.629871026,386.0907767,40.79166667,-78.0625,0.541208515,383.1869173,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2829,2829,2726,5,0.5,0,0,5,0,5,0.5,5,0,0,0.55
"2820",739,"61B75",40.77083333,-78.09375,0.46174279,378.7257195,40.79166667,-78.0625,0.541208515,383.1869173,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2817,2817,2724,8,0.8,0,0,8,0,8,0.8,8,0,0,0.55
"2821",740,"61A63",40.9375,-78.21875,0.993928103,475.2170219,40.95833333,-78.1875,0.773790451,476.7590847,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2815,2815,2366,11,7.3,33.795,0,11,0,11,7.3,11,0,0.25,2.425
"2822",740,"61A61",40.97916667,-78.21875,0.998792145,502.7239647,40.95833333,-78.1875,0.773790451,476.7590847,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2814,2814,2278,8,0.8,0,0,8,0,8,0.8,8,0,0.25,2.425
"2823",740,"61A62",40.97916667,-78.15625,0.521922254,472.1431084,40.95833333,-78.1875,0.773790451,476.7590847,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2825,2825,2280,8,0.8,0,0,8,0,8,0.8,8,0,0.25,2.425
"2824",740,"61A64",40.9375,-78.15625,0.580519301,456.9522438,40.95833333,-78.1875,0.773790451,476.7590847,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2826,2826,2368,8,0.8,0,0,8,1,8,0.8,8,1,0.25,2.425
"2825",741,"61B66",40.77083333,-78.15625,0.89118095,469.0737877,40.79166667,-78.1875,0.840792858,561.2570541,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2820,2820,2722,9,0.9,0,0,9,0,9,0.9,9,0,0.5,0.75
"2826",741,"61B64",40.8125,-78.15625,0.890834974,647.5627354,40.79166667,-78.1875,0.840792858,561.2570541,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2818,2818,2634,1,0.5,0.805,0,0,0,1,0.5,0,0,0.5,0.75
"2827",741,"61B63",40.8125,-78.21875,0.800692161,597.4571533,40.79166667,-78.1875,0.840792858,561.2570541,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2819,2819,2632,8,0.8,0,0,8,0,8,0.8,8,0,0.5,0.75
"2828",741,"61B65",40.77083333,-78.21875,0.780463347,530.9345398,40.79166667,-78.1875,0.840792858,561.2570541,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2821,2821,2720,8,0.8,0,0,8,2,8,0.8,8,2,0.5,0.75
"2829",742,"61C71",40.72916667,-78.09375,0.474827824,363.2940674,40.70833333,-78.0625,0.465558823,360.5866751,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2824,2824,2810,0,0,0,0,0,0,0,0,0,0,0,0
"2830",742,"61C73",40.6875,-78.09375,0.700716846,322.7027817,40.70833333,-78.0625,0.465558823,360.5866751,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2822,2822,2896,0,0,0,0,0,0,0,0,0,0,0,0
"2831",742,"61C74",40.6875,-78.03125,0.314652053,392.8198373,40.70833333,-78.0625,0.465558823,360.5866751,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2852,2852,2898,0,0,0,0,0,0,0,0,0,0,0,0
"2832",742,"61C72",40.72916667,-78.03125,0.372038567,363.530014,40.70833333,-78.0625,0.465558823,360.5866751,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2830,2830,2812,0,0,0,0,0,0,0,0,0,0,0,0
"2833",743,"61C64",40.6875,-78.15625,0.435324926,360.8970528,40.70833333,-78.1875,0.499397391,361.7024546,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2854,2854,2894,0,0,0,0,0,0,0,0,0,0,0,0.2
"2834",743,"61C62",40.72916667,-78.15625,0.415466759,398.3052444,40.70833333,-78.1875,0.499397391,361.7024546,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2855,2855,2808,8,0.8,0,0,8,0,8,0.8,8,0,0,0.2
"2835",743,"61C61",40.72916667,-78.21875,0.649570586,374.5486946,40.70833333,-78.1875,0.499397391,361.7024546,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2853,2853,2806,0,0,0,0,0,0,0,0,0,0,0,0.2
"2836",743,"61C63",40.6875,-78.21875,0.497227293,313.0588264,40.70833333,-78.1875,0.499397391,361.7024546,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2823,2823,2892,0,0,0,0,0,0,0,0,0,0,0,0.2
"2837",744,"61A66",40.89583333,-78.15625,0.578754832,571.7138541,40.875,-78.1875,0.767765249,547.4782253,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2833,2833,2457,7,0.7,0,0,7,1,7,0.7,7,1,0.25,0.575
"2838",744,"61B61",40.85416667,-78.21875,0.781686266,528.5916252,40.875,-78.1875,0.767765249,547.4782253,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2828,2828,2544,8,0.8,0,0,8,0,8,0.8,8,0,0.25,0.575
"2839",744,"61B62",40.85416667,-78.15625,0.836404974,642.5871124,40.875,-78.1875,0.767765249,547.4782253,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2834,2834,2546,0,0,0,0,0,0,0,0,0,0,0.25,0.575
"2840",744,"61A65",40.89583333,-78.21875,0.874214922,447.0203094,40.875,-78.1875,0.767765249,547.4782253,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2832,2832,2455,8,0.8,0,0,8,0,8,0.8,8,0,0.25,0.575
"2841",745,"61C44",40.6875,-78.40625,0.58540287,663.8280029,40.70833333,-78.4375,0.658051764,555.9000959,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2831,2831,2886,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"2842",745,"60C41",40.72916667,-78.46875,0.633709494,502.5512009,40.70833333,-78.4375,0.658051764,555.9000959,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2867,2867,2798,0,0,0,0,0,0,0,0,0,0,0,0.4
"2843",745,"60C43",40.6875,-78.46875,0.642985301,524.4736938,40.70833333,-78.4375,0.658051764,555.9000959,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2866,2866,2884,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"2844",745,"61C42",40.72916667,-78.40625,0.77010939,532.7474861,40.70833333,-78.4375,0.658051764,555.9000959,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2870,2870,2800,0,0,0,0,0,0,0,0,0,0,0,0.4
"2845",746,"61A54",40.9375,-78.28125,0.800165752,522.8328819,40.95833333,-78.3125,0.591417084,528.7780676,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2835,2835,2364,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"2846",746,"61A53",40.9375,-78.34375,0.498447634,572.7846527,40.95833333,-78.3125,0.591417084,528.7780676,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2836,2836,2362,0,0,0,0,0,0,0,0,0,0,0,0.4
"2847",746,"61A52",40.97916667,-78.28125,0.796341674,498.7050629,40.95833333,-78.3125,0.591417084,528.7780676,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2838,2838,2276,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"2848",746,"61A51",40.97916667,-78.34375,0.270713275,520.7896729,40.95833333,-78.3125,0.591417084,528.7780676,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2839,2839,2274,0,0,0,0,0,0,0,0,0,0,0,0.4
"2849",747,"60A43",40.9375,-78.46875,0.628289474,468.8320984,40.95833333,-78.4375,0.575083758,446.8675486,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2847,2847,2358,10,1,0,0,10,0,10,1,10,0,0,0.45
"2850",747,"60A41",40.97916667,-78.46875,0.942638557,409.2767029,40.95833333,-78.4375,0.575083758,446.8675486,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2840,2840,2270,8,0.8,0,0,8,0,8,0.8,8,0,0,0.45
"2851",747,"61A42",40.97916667,-78.40625,0.567664629,391.6242409,40.95833333,-78.4375,0.575083758,446.8675486,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2848,2848,2272,0,0,0,0,0,0,0,0,0,0,0,0.45
"2852",747,"61A44",40.9375,-78.40625,0.161742372,517.7371521,40.95833333,-78.4375,0.575083758,446.8675486,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2837,2837,2360,0,0,0,0,0,0,0,0,0,0,0,0.45
"2853",748,"61B52",40.85416667,-78.28125,0.678125647,473.2181549,40.875,-78.3125,0.724909482,506.8457766,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2851,2851,2542,6,0.6,0,0,6,0,6,0.6,6,0,0,2.025
"2854",748,"61A56",40.89583333,-78.28125,0.778444974,498.9959641,40.875,-78.3125,0.724909482,506.8457766,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2842,2842,2453,9,6.8,0,0.4047,9,0,9,6.8,9,0,0,2.025
"2855",748,"61B51",40.85416667,-78.34375,0.516480485,494.275013,40.875,-78.3125,0.724909482,506.8457766,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2841,2841,2540,7,0.7,0,0,7,0,7,0.7,7,0,0,2.025
"2856",748,"61A55",40.89583333,-78.34375,0.926586822,560.8939743,40.875,-78.3125,0.724909482,506.8457766,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2892,2892,2451,0,0,0,0,0,0,0,0,0,0,0,2.025
"2857",749,"61B42",40.85416667,-78.40625,0.871724947,495.3984299,40.875,-78.4375,0.786473948,483.4682972,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2846,2846,2538,9,0.9,0,0,9,0,9,0.9,9,0,0,0.675
"2858",749,"60B41",40.85416667,-78.46875,0.822449969,472.8386459,40.875,-78.4375,0.786473948,483.4682972,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2849,2849,2536,0,0,0,0,0,0,0,0,0,0,0,0.675
"2859",749,"61A46",40.89583333,-78.40625,0.630659856,480.9110947,40.875,-78.4375,0.786473948,483.4682972,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2850,2850,2449,8,0.8,0,0,8,0,8,0.8,8,0,0,0.675
"2860",749,"60A45",40.89583333,-78.46875,0.821061021,484.7250183,40.875,-78.4375,0.786473948,483.4682972,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2845,2845,2447,10,1,0,0,10,0,10,1,10,0,0,0.675
"2861",750,"61B56",40.77083333,-78.28125,0.92782684,707.9600728,40.79166667,-78.3125,0.720091153,545.7723431,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2856,2856,2718,9,23.53,9.656,40.4686,9,0,9,23.53,9,0,0,6.2075
"2862",750,"61B55",40.77083333,-78.34375,0.757746771,502.5884181,40.79166667,-78.3125,0.720091153,545.7723431,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2860,2860,2716,7,0.7,0,0,7,0,7,0.7,7,0,0,6.2075
"2863",750,"61B53",40.8125,-78.34375,0.585909467,482.8879883,40.79166667,-78.3125,0.720091153,545.7723431,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2857,2857,2628,5,0.5,0,0,5,0,5,0.5,5,0,0,6.2075
"2864",750,"61B54",40.8125,-78.28125,0.608881534,489.6528931,40.79166667,-78.3125,0.720091153,545.7723431,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2859,2859,2630,1,0.1,0,0,1,0,1,0.1,1,0,0,6.2075
"2865",751,"61B46",40.77083333,-78.40625,0.396656535,501.2344017,40.79166667,-78.4375,0.679706493,465.7728095,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2861,2861,2714,0,0,0,0,0,0,0,0,0,0,0,0.475
"2866",751,"60B43",40.8125,-78.46875,0.96866669,427.1686503,40.79166667,-78.4375,0.679706493,465.7728095,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2868,2868,2624,6,0.6,0,0,6,0,6,0.6,6,0,0,0.475
"2867",751,"61B44",40.8125,-78.40625,0.479849432,477.0346336,40.79166667,-78.4375,0.679706493,465.7728095,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2869,2869,2626,8,0.8,0,0,8,0,8,0.8,8,0,0,0.475
"2868",751,"60B45",40.77083333,-78.46875,0.873653315,457.6535522,40.79166667,-78.4375,0.679706493,465.7728095,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2858,2858,2712,5,0.5,0,0,5,0,5,0.5,5,0,0,0.475
"2869",752,"61C53",40.6875,-78.34375,0.718560397,485.5283264,40.70833333,-78.3125,0.584523833,528.7731496,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2864,2864,2888,0,0,0,0,0,0,0,0,0,0,0.25,0.225
"2870",752,"61C52",40.72916667,-78.28125,0.451805359,NA,40.70833333,-78.3125,0.584523833,528.7731496,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2865,2865,2804,0,0,0,0,0,0,0,0,0,0,0.25,0.225
"2871",752,"61C54",40.6875,-78.28125,0.456617698,428.2470322,40.70833333,-78.3125,0.584523833,528.7731496,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2862,2862,2890,0,0,0,0,0,0,0,0,0,0,0.25,0.225
"2872",752,"61C51",40.72916667,-78.34375,0.711111878,672.5440903,40.70833333,-78.3125,0.584523833,528.7731496,40.83333333,-78.25,0.670707362,489.7207808,41,-78.5,0.676667171,493.6502923,2863,2863,2802,9,0.9,0,0,9,1,9,0.9,9,1,0.25,0.225
"2873",753,"60A35",40.89583333,-78.59375,0.969009695,473.5046234,40.875,-78.5625,0.775105658,494.5618563,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2872,2872,2443,0,0,0,0,0,0,0,0,0,0,0,0.25
"2874",753,"60B32",40.85416667,-78.53125,0.77406741,515.7420044,40.875,-78.5625,0.775105658,494.5618563,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2877,2877,2534,10,1,0,0,10,0,10,1,10,0,0,0.25
"2875",753,"60B31",40.85416667,-78.59375,0.714231341,498.3423767,40.875,-78.5625,0.775105658,494.5618563,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2874,2874,2532,0,0,0,0,0,0,0,0,0,0,0,0.25
"2876",753,"60A36",40.89583333,-78.53125,0.643114187,490.6584206,40.875,-78.5625,0.775105658,494.5618563,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2871,2871,2445,0,0,0,0,0,0,0,0,0,0,0,0.25
"2877",754,"60A21",40.97916667,-78.71875,0.058133093,578.3753401,40.95833333,-78.6875,0.423102789,544.9421108,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2910,2910,2262,0,0,0,0,0,0,0,0,0,0,0,0.225
"2878",754,"60A22",40.97916667,-78.65625,0.682744542,566.7674561,40.95833333,-78.6875,0.423102789,544.9421108,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2908,2908,2264,0,0,0,0,0,0,0,0,0,0,0,0.225
"2879",754,"60A23",40.9375,-78.71875,0.228966949,558.0629944,40.95833333,-78.6875,0.423102789,544.9421108,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2873,2873,2350,9,0.9,0,0,9,0,9,0.9,9,0,0,0.225
"2880",754,"60A24",40.9375,-78.65625,0.722566571,476.5626526,40.95833333,-78.6875,0.423102789,544.9421108,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2907,2907,2352,0,0,0,0,0,0,0,0,0,0,0,0.225
"2881",755,"60A25",40.89583333,-78.71875,0.33724594,397.2418976,40.875,-78.6875,0.589951847,445.4834448,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2875,2875,2439,8,0.8,0,0,8,0,8,0.8,8,0,0,0.7
"2882",755,"60A26",40.89583333,-78.65625,0.84044726,431.3007317,40.875,-78.6875,0.589951847,445.4834448,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2876,2876,2441,0,0,0,0,0,0,0,0,0,0,0,0.7
"2883",755,"60B22",40.85416667,-78.65625,0.261203585,497.5559143,40.875,-78.6875,0.589951847,445.4834448,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2878,2878,2530,10,1,0,0,10,0,10,1,10,0,0,0.7
"2884",755,"60B21",40.85416667,-78.71875,0.920910601,455.8352356,40.875,-78.6875,0.589951847,445.4834448,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2879,2879,2528,10,1,0,0,10,0,10,1,10,0,0,0.7
"2885",756,"60A11",40.97916667,-78.84375,0.337788242,429.9376282,40.95833333,-78.8125,0.417818035,535.0499983,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,3029,3029,2258,10,1,0,0,10,0,10,1,10,0,0,0.65
"2886",756,"60A12",40.97916667,-78.78125,0.50858488,538.8601494,40.95833333,-78.8125,0.417818035,535.0499983,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2881,2881,2260,0,0,0,0,0,0,0,0,0,0,0,0.65
"2887",756,"60A13",40.9375,-78.84375,0.215425624,530.9049316,40.95833333,-78.8125,0.417818035,535.0499983,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2882,2882,2346,9,0.9,0,0,9,0,9,0.9,9,0,0,0.65
"2888",756,"60A14",40.9375,-78.78125,0.609473393,640.4972839,40.95833333,-78.8125,0.417818035,535.0499983,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2880,2880,2348,7,0.7,0,0,7,0,7,0.7,7,0,0,0.65
"2889",757,"60B12",40.85416667,-78.78125,0.824558976,451.4317932,40.875,-78.8125,0.517183001,522.5082626,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2912,2912,2526,10,1,0,0,10,0,10,1,10,0,0,1
"2890",757,"60A16",40.89583333,-78.78125,0.555151515,515.5754333,40.875,-78.8125,0.517183001,522.5082626,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2913,2913,2437,10,1,0,0,10,0,10,1,10,0,0,1
"2891",757,"60B11",40.85416667,-78.84375,0.610144276,539.5104553,40.875,-78.8125,0.517183001,522.5082626,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2914,2914,2524,10,1,0,0,10,0,10,1,10,0,0,1
"2892",757,"60A15",40.89583333,-78.84375,0.078877237,583.5153687,40.875,-78.8125,0.517183001,522.5082626,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2883,2883,2435,10,1,0,0,10,0,10,1,10,0,0,1
"2893",758,"60C23",40.6875,-78.71875,0.69140234,558.0130959,40.70833333,-78.6875,0.667833307,560.4898558,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2884,2884,2876,0,0,0,0,0,0,0,0,0,0,0,0.125
"2894",758,"60C24",40.6875,-78.65625,0.86463621,637.7017212,40.70833333,-78.6875,0.667833307,560.4898558,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2888,2888,2878,5,0.5,0,0,5,0,5,0.5,5,0,0,0.125
"2895",758,"60C21",40.72916667,-78.71875,0.527368167,499.1202621,40.70833333,-78.6875,0.667833307,560.4898558,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2885,2885,2790,0,0,0,0,0,0,0,0,0,0,0,0.125
"2896",758,"60C22",40.72916667,-78.65625,0.587926509,547.1243439,40.70833333,-78.6875,0.667833307,560.4898558,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2887,2887,2792,0,0,0,0,0,0,0,0,0,0,0,0.125
"2897",759,"60C32",40.72916667,-78.53125,0.721873274,459.2284668,40.70833333,-78.5625,0.616642075,495.1956725,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2886,2886,2796,5,0.5,0,0,5,0,5,0.5,5,0,0,0.275
"2898",759,"60C34",40.6875,-78.53125,0.614409998,448.1262741,40.70833333,-78.5625,0.616642075,495.1956725,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2896,2896,2882,0,0,0,0,0,0,0,0,0,0,0,0.275
"2899",759,"60C33",40.6875,-78.59375,0.57266639,531.3840892,40.70833333,-78.5625,0.616642075,495.1956725,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2897,2897,2880,6,0.6,0,0,6,0,6,0.6,6,0,0,0.275
"2900",759,"60C31",40.72916667,-78.59375,0.557618637,542.0438599,40.70833333,-78.5625,0.616642075,495.1956725,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2895,2895,2794,0,0,0,0,0,0,0,0,0,0,0,0.275
"2901",760,"60B13",40.8125,-78.84375,0.809106345,433.9590698,40.79166667,-78.8125,0.827312051,442.9815758,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2891,2891,2612,10,1,0,0,10,0,10,1,10,0,0,0.5
"2902",760,"60B16",40.77083333,-78.78125,0.803121539,429.8175926,40.79166667,-78.8125,0.827312051,442.9815758,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2889,2889,2702,0,0,0,0,0,0,0,0,0,0,0,0.5
"2903",760,"60B14",40.8125,-78.78125,0.778274428,415.0986877,40.79166667,-78.8125,0.827312051,442.9815758,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2890,2890,2614,10,1,0,0,10,0,10,1,10,0,0,0.5
"2904",760,"60B15",40.77083333,-78.84375,0.918745891,493.0509529,40.79166667,-78.8125,0.827312051,442.9815758,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,3023,3023,2700,0,0,0,0,0,0,0,0,0,0,0,0.5
"2905",761,"60B23",40.8125,-78.71875,0.766248614,526.9343452,40.79166667,-78.6875,0.651101941,484.2175579,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2902,2902,2616,0,0,0,0,0,0,0,0,0,0,0,0.2
"2906",761,"60B26",40.77083333,-78.65625,0.541145057,456.8735161,40.79166667,-78.6875,0.651101941,484.2175579,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2893,2893,2706,0,0,0,0,0,0,0,0,0,0,0,0.2
"2907",761,"60B24",40.8125,-78.65625,0.650391301,445.9172478,40.79166667,-78.6875,0.651101941,484.2175579,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2894,2894,2618,0,0,0,0,0,0,0,0,0,0,0,0.2
"2908",761,"60B25",40.77083333,-78.71875,0.646622792,507.1451225,40.79166667,-78.6875,0.651101941,484.2175579,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2901,2901,2704,8,0.8,0,0,8,0,8,0.8,8,0,0,0.2
"2909",762,"60B33",40.8125,-78.59375,0.781273718,512.2807388,40.79166667,-78.5625,0.835193485,507.2091831,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2903,2903,2620,0,0,0,0,0,0,0,0,0,0,0,0.25
"2910",762,"60B35",40.77083333,-78.59375,0.794191217,532.742334,40.79166667,-78.5625,0.835193485,507.2091831,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2900,2900,2708,5,0.5,0,0,5,0,5,0.5,5,0,0,0.25
"2911",762,"60B36",40.77083333,-78.53125,0.981888207,457.3236389,40.79166667,-78.5625,0.835193485,507.2091831,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2898,2898,2710,5,0.5,0,0,5,0,5,0.5,5,0,0,0.25
"2912",762,"60B34",40.8125,-78.53125,0.783420798,526.4900208,40.79166667,-78.5625,0.835193485,507.2091831,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2899,2899,2622,0,0,0,0,0,0,0,0,0,0,0,0.25
"2913",763,"60A32",40.97916667,-78.53125,0.868443829,417.5339928,40.95833333,-78.5625,0.85339498,439.8540593,40.83333333,-78.75,0.681240955,491.0577718,41,-78.5,0.676667171,493.6502923,2905,2905,2268,1,1,0,0.4047,1,0,1,1,1,0,0,0.75
